Ticket ID,latent_problem_id,had_context,true_category
MU-101360,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-103877,LMS-QUIZ,No,Learning Management System
MU-102007,LMS-COURSE-MISSING,No,Learning Management System
MU-100545,EML-MEETING,No,Email & Collaboration
MU-100470,HW-PC-SLOW,Yes,Hardware & Equipment
MU-104341,ACC-LOCKED,Yes,Account & Access Management
MU-101674,SIS-REG,No,Student Information System
MU-100497,SIS-REG,No,Student Information System
MU-103303,ACC-PWD-RESET,Yes,Account & Access Management
MU-104784,NET-LAN-PORT,Yes,Network & Connectivity
MU-101658,NET-LAN-PORT,No,Network & Connectivity
MU-101247,APP-ERP,Yes,Application Support
MU-104878,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101584,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102188,EML-MEETING,No,Email & Collaboration
MU-102954,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100143,ACC-PWD-RESET,No,Account & Access Management
MU-102579,SIS-REG,Yes,Student Information System
MU-101765,NET-VPN,No,Network & Connectivity
MU-103218,APP-ERP,No,Application Support
MU-100165,APP-LICENCE,No,Application Support
MU-101660,APP-INSTALL,Yes,Application Support
MU-100187,SIS-REG,No,Student Information System
MU-101146,LMS-COURSE-MISSING,No,Learning Management System
MU-101071,ACC-PWD-RESET,No,Account & Access Management
MU-102822,ACC-PWD-RESET,No,Account & Access Management
MU-104363,ACC-LOCKED,Yes,Account & Access Management
MU-101337,HW-PC-SLOW,Yes,Hardware & Equipment
MU-103254,ACC-NEW,Yes,Account & Access Management
MU-100435,SIS-TRANSCRIPT,No,Student Information System
MU-104879,ACC-NEW,No,Account & Access Management
MU-102023,NET-LAN-PORT,No,Network & Connectivity
MU-104372,HW-PROJECTOR,No,Hardware & Equipment
MU-102629,NET-LAN-PORT,No,Network & Connectivity
MU-103868,LMS-QUIZ,Yes,Learning Management System
MU-102067,HW-PRINTER,Yes,Hardware & Equipment
MU-103728,ACC-PWD-RESET,Yes,Account & Access Management
MU-100918,NET-SLOW,Yes,Network & Connectivity
MU-103126,ACC-PERMS,No,Account & Access Management
MU-104258,ACC-NEW,Yes,Account & Access Management
MU-103235,NET-SLOW,Yes,Network & Connectivity
MU-102365,HW-PRINTER,Yes,Hardware & Equipment
MU-103861,HW-PC-SLOW,Yes,Hardware & Equipment
MU-100732,SIS-FEE,Yes,Student Information System
MU-101601,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103732,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101920,NET-LAN-PORT,Yes,Network & Connectivity
MU-102517,ACC-PWD-RESET,Yes,Account & Access Management
MU-102496,HW-PROJECTOR,Yes,Hardware & Equipment
MU-104300,NET-VPN,No,Network & Connectivity
MU-104556,NET-VPN,No,Network & Connectivity
MU-102644,SIS-REG,Yes,Student Information System
MU-104120,SIS-REG,No,Student Information System
MU-101612,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101327,HW-PRINTER,No,Hardware & Equipment
MU-103113,SIS-TRANSCRIPT,No,Student Information System
MU-103063,LMS-UPLOAD,No,Learning Management System
MU-101790,LMS-QUIZ,No,Learning Management System
MU-100974,LMS-QUIZ,No,Learning Management System
MU-100364,NET-VPN,Yes,Network & Connectivity
MU-103701,APP-PRINT-SW,Yes,Application Support
MU-101277,ACC-PWD-RESET,Yes,Account & Access Management
MU-103689,ACC-PWD-RESET,Yes,Account & Access Management
MU-102746,NET-VPN,Yes,Network & Connectivity
MU-102888,ACC-LOCKED,Yes,Account & Access Management
MU-100199,SIS-TRANSCRIPT,No,Student Information System
MU-101848,HW-PRINTER,No,Hardware & Equipment
MU-103334,ACC-PWD-RESET,Yes,Account & Access Management
MU-104015,LMS-QUIZ,Yes,Learning Management System
MU-102173,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104210,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100363,SIS-FEE,No,Student Information System
MU-101598,ACC-LOCKED,Yes,Account & Access Management
MU-102860,APP-INSTALL,No,Application Support
MU-100347,LMS-COURSE-MISSING,No,Learning Management System
MU-104838,APP-LICENCE,Yes,Application Support
MU-103759,HW-PROJECTOR,Yes,Hardware & Equipment
MU-100957,NET-VPN,Yes,Network & Connectivity
MU-103297,EML-SEND-FAIL,No,Email & Collaboration
MU-101241,SIS-REG,No,Student Information System
MU-101803,APP-INSTALL,Yes,Application Support
MU-100905,SIS-FEE,No,Student Information System
MU-103719,APP-ERP,No,Application Support
MU-101106,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-102564,LMS-QUIZ,Yes,Learning Management System
MU-102401,HW-PROJECTOR,Yes,Hardware & Equipment
MU-103123,EML-SEND-FAIL,No,Email & Collaboration
MU-100700,HW-PRINTER,Yes,Hardware & Equipment
MU-104427,HW-PROJECTOR,Yes,Hardware & Equipment
MU-103727,HW-PROJECTOR,Yes,Hardware & Equipment
MU-100448,ACC-PWD-RESET,No,Account & Access Management
MU-101569,HW-PC-SLOW,Yes,Hardware & Equipment
MU-100515,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-102929,ACC-PWD-RESET,Yes,Account & Access Management
MU-101297,LMS-QUIZ,Yes,Learning Management System
MU-104479,NET-LAN-PORT,Yes,Network & Connectivity
MU-100976,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100208,EML-MEETING,Yes,Email & Collaboration
MU-104255,ACC-PWD-RESET,Yes,Account & Access Management
MU-100539,ACC-PWD-RESET,Yes,Account & Access Management
MU-101451,SIS-TRANSCRIPT,Yes,Student Information System
MU-101309,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-102262,LMS-UPLOAD,Yes,Learning Management System
MU-101543,LMS-QUIZ,Yes,Learning Management System
MU-104605,ACC-LOCKED,No,Account & Access Management
MU-100625,NET-LAN-PORT,No,Network & Connectivity
MU-102284,HW-PRINTER,Yes,Hardware & Equipment
MU-102105,LMS-QUIZ,No,Learning Management System
MU-104621,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104332,LMS-UPLOAD,Yes,Learning Management System
MU-100383,ACC-PWD-RESET,Yes,Account & Access Management
MU-100576,SIS-REG,Yes,Student Information System
MU-102313,ACC-LOCKED,No,Account & Access Management
MU-102894,SIS-TRANSCRIPT,No,Student Information System
MU-104248,LMS-LOGIN,No,Learning Management System
MU-100313,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101084,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-101495,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104304,SIS-REG,Yes,Student Information System
MU-104376,SIS-TRANSCRIPT,No,Student Information System
MU-101515,NET-SLOW,No,Network & Connectivity
MU-101829,LMS-UPLOAD,Yes,Learning Management System
MU-100984,HW-PC-SLOW,No,Hardware & Equipment
MU-100525,SIS-PORTAL-SLOW,Yes,Student Information System
MU-103683,ACC-LOCKED,Yes,Account & Access Management
MU-104284,HW-PC-NOBOOT,No,Hardware & Equipment
MU-101950,ACC-LOCKED,Yes,Account & Access Management
MU-100652,SIS-REG,No,Student Information System
MU-100376,APP-INSTALL,Yes,Application Support
MU-101544,SIS-TRANSCRIPT,No,Student Information System
MU-101591,SIS-PORTAL-SLOW,Yes,Student Information System
MU-103405,HW-PC-SLOW,No,Hardware & Equipment
MU-103188,SIS-TRANSCRIPT,No,Student Information System
MU-101968,LMS-COURSE-MISSING,No,Learning Management System
MU-102226,APP-ERP,Yes,Application Support
MU-104327,HW-PROJECTOR,Yes,Hardware & Equipment
MU-100588,EML-MEETING,No,Email & Collaboration
MU-104166,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-102019,HW-PRINTER,Yes,Hardware & Equipment
MU-101291,HW-PC-NOBOOT,No,Hardware & Equipment
MU-101825,HW-PRINTER,No,Hardware & Equipment
MU-104582,SIS-TRANSCRIPT,Yes,Student Information System
MU-104058,SIS-FEE,No,Student Information System
MU-103956,SIS-REG,No,Student Information System
MU-104366,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101263,ACC-NEW,Yes,Account & Access Management
MU-100101,EML-SEND-FAIL,Yes,Email & Collaboration
MU-103996,SIS-FEE,No,Student Information System
MU-101727,ACC-PWD-RESET,No,Account & Access Management
MU-102038,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101624,NET-VPN,Yes,Network & Connectivity
MU-101122,APP-PRINT-SW,Yes,Application Support
MU-103654,NET-VPN,Yes,Network & Connectivity
MU-103021,ACC-PWD-RESET,Yes,Account & Access Management
MU-104836,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-103039,HW-PRINTER,No,Hardware & Equipment
MU-100158,APP-INSTALL,Yes,Application Support
MU-103692,ACC-NEW,No,Account & Access Management
MU-101895,SIS-TRANSCRIPT,Yes,Student Information System
MU-100722,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-103315,HW-PC-SLOW,Yes,Hardware & Equipment
MU-101468,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-103308,SIS-REG,Yes,Student Information System
MU-101634,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101037,SIS-TRANSCRIPT,Yes,Student Information System
MU-100691,NET-VPN,Yes,Network & Connectivity
MU-100603,LMS-LOGIN,No,Learning Management System
MU-102135,ACC-PERMS,No,Account & Access Management
MU-101694,NET-SLOW,Yes,Network & Connectivity
MU-102241,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102289,LMS-UPLOAD,Yes,Learning Management System
MU-101482,ACC-LOCKED,Yes,Account & Access Management
MU-101319,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-104512,ACC-PWD-RESET,Yes,Account & Access Management
MU-100207,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-103381,ACC-PWD-RESET,Yes,Account & Access Management
MU-101891,SIS-TRANSCRIPT,Yes,Student Information System
MU-104471,APP-INSTALL,Yes,Application Support
MU-101992,NET-LAN-PORT,No,Network & Connectivity
MU-104005,APP-INSTALL,Yes,Application Support
MU-103735,APP-PRINT-SW,Yes,Application Support
MU-101395,APP-ERP,No,Application Support
MU-100133,HW-PC-SLOW,Yes,Hardware & Equipment
MU-104129,APP-INSTALL,Yes,Application Support
MU-103302,APP-INSTALL,Yes,Application Support
MU-101274,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103344,ACC-PERMS,Yes,Account & Access Management
MU-104834,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100452,SIS-FEE,No,Student Information System
MU-104624,HW-PROJECTOR,Yes,Hardware & Equipment
MU-104280,ACC-PWD-RESET,Yes,Account & Access Management
MU-103889,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-102281,LMS-COURSE-MISSING,No,Learning Management System
MU-104826,APP-PRINT-SW,Yes,Application Support
MU-101966,ACC-NEW,Yes,Account & Access Management
MU-104408,LMS-LOGIN,No,Learning Management System
MU-102159,ACC-PWD-RESET,No,Account & Access Management
MU-102541,ACC-LOCKED,Yes,Account & Access Management
MU-100995,ACC-PWD-RESET,Yes,Account & Access Management
MU-103138,APP-PRINT-SW,Yes,Application Support
MU-103846,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-101313,NET-LAN-PORT,No,Network & Connectivity
MU-102763,LMS-LOGIN,No,Learning Management System
MU-102069,LMS-QUIZ,Yes,Learning Management System
MU-101926,ACC-PWD-RESET,Yes,Account & Access Management
MU-102807,ACC-PWD-RESET,No,Account & Access Management
MU-100634,ACC-PWD-RESET,Yes,Account & Access Management
MU-102238,NET-LAN-PORT,No,Network & Connectivity
MU-100555,APP-ERP,Yes,Application Support
MU-103281,NET-SLOW,Yes,Network & Connectivity
MU-102879,NET-SLOW,No,Network & Connectivity
MU-103650,ACC-PWD-RESET,Yes,Account & Access Management
MU-102078,ACC-LOCKED,No,Account & Access Management
MU-100623,ACC-PWD-RESET,Yes,Account & Access Management
MU-101695,LMS-LOGIN,No,Learning Management System
MU-103387,ACC-PERMS,No,Account & Access Management
MU-104212,ACC-PWD-RESET,Yes,Account & Access Management
MU-102179,APP-INSTALL,Yes,Application Support
MU-104032,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104391,HW-PRINTER,Yes,Hardware & Equipment
MU-104418,SIS-FEE,Yes,Student Information System
MU-101546,ACC-PERMS,Yes,Account & Access Management
MU-104141,ACC-PWD-RESET,Yes,Account & Access Management
MU-100019,APP-ERP,Yes,Application Support
MU-103706,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-100552,HW-PROJECTOR,Yes,Hardware & Equipment
MU-101521,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100743,HW-PC-NOBOOT,No,Hardware & Equipment
MU-101750,SIS-REG,Yes,Student Information System
MU-100868,LMS-UPLOAD,No,Learning Management System
MU-102837,NET-SLOW,No,Network & Connectivity
MU-102611,ACC-NEW,No,Account & Access Management
MU-100110,SIS-REG,Yes,Student Information System
MU-100323,HW-PC-NOBOOT,No,Hardware & Equipment
MU-104627,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-103068,ACC-PERMS,Yes,Account & Access Management
MU-100741,NET-WIFI-NOCONN,No,Network & Connectivity
MU-101262,HW-PROJECTOR,Yes,Hardware & Equipment
MU-104514,HW-PRINTER,No,Hardware & Equipment
MU-101075,LMS-UPLOAD,Yes,Learning Management System
MU-102032,SIS-PORTAL-SLOW,Yes,Student Information System
MU-104701,APP-INSTALL,No,Application Support
MU-101063,HW-PC-SLOW,Yes,Hardware & Equipment
MU-104610,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-100192,HW-PRINTER,Yes,Hardware & Equipment
MU-104390,ACC-PWD-RESET,Yes,Account & Access Management
MU-100369,APP-INSTALL,Yes,Application Support
MU-103839,ACC-PWD-RESET,No,Account & Access Management
MU-102892,HW-PC-SLOW,No,Hardware & Equipment
MU-100410,LMS-QUIZ,No,Learning Management System
MU-102232,LMS-UPLOAD,Yes,Learning Management System
MU-104812,LMS-UPLOAD,No,Learning Management System
MU-102292,LMS-LOGIN,No,Learning Management System
MU-103368,SIS-FEE,No,Student Information System
MU-104457,HW-PROJECTOR,No,Hardware & Equipment
MU-100924,LMS-LOGIN,Yes,Learning Management System
MU-101556,SIS-FEE,No,Student Information System
MU-103373,EML-MAILBOX-FULL,No,Email & Collaboration
MU-101603,HW-PROJECTOR,No,Hardware & Equipment
MU-101944,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101913,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104023,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-103361,EML-MEETING,Yes,Email & Collaboration
MU-101214,ACC-PWD-RESET,Yes,Account & Access Management
MU-102600,NET-SLOW,No,Network & Connectivity
MU-102066,NET-SLOW,No,Network & Connectivity
MU-102779,HW-PC-SLOW,Yes,Hardware & Equipment
MU-103208,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104293,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-103461,ACC-NEW,Yes,Account & Access Management
MU-101318,ACC-LOCKED,No,Account & Access Management
MU-101473,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100086,EML-SEND-FAIL,Yes,Email & Collaboration
MU-102973,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-102840,APP-INSTALL,No,Application Support
MU-100209,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103258,ACC-LOCKED,No,Account & Access Management
MU-100293,SIS-TRANSCRIPT,No,Student Information System
MU-102775,HW-PRINTER,No,Hardware & Equipment
MU-102994,APP-PRINT-SW,No,Application Support
MU-100670,SIS-REG,No,Student Information System
MU-100808,NET-VPN,Yes,Network & Connectivity
MU-101358,SIS-REG,Yes,Student Information System
MU-101088,ACC-PWD-RESET,Yes,Account & Access Management
MU-100390,SIS-TRANSCRIPT,No,Student Information System
MU-104192,SIS-FEE,No,Student Information System
MU-101610,LMS-UPLOAD,Yes,Learning Management System
MU-101646,EML-MEETING,Yes,Email & Collaboration
MU-104342,SIS-REG,Yes,Student Information System
MU-103989,ACC-PWD-RESET,No,Account & Access Management
MU-104799,HW-PC-SLOW,No,Hardware & Equipment
MU-104053,NET-LAN-PORT,Yes,Network & Connectivity
MU-102601,ACC-PWD-RESET,Yes,Account & Access Management
MU-102311,NET-LAN-PORT,Yes,Network & Connectivity
MU-102201,LMS-QUIZ,No,Learning Management System
MU-104064,ACC-LOCKED,Yes,Account & Access Management
MU-103101,SIS-PORTAL-SLOW,Yes,Student Information System
MU-104643,ACC-PWD-RESET,Yes,Account & Access Management
MU-101859,LMS-LOGIN,No,Learning Management System
MU-100511,HW-PRINTER,Yes,Hardware & Equipment
MU-104043,APP-INSTALL,No,Application Support
MU-102469,NET-LAN-PORT,Yes,Network & Connectivity
MU-100475,HW-PRINTER,No,Hardware & Equipment
MU-104242,ACC-PWD-RESET,Yes,Account & Access Management
MU-102051,ACC-PWD-RESET,Yes,Account & Access Management
MU-104571,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102070,HW-PRINTER,No,Hardware & Equipment
MU-104473,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100057,LMS-COURSE-MISSING,No,Learning Management System
MU-102091,ACC-LOCKED,Yes,Account & Access Management
MU-102445,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101026,NET-SLOW,Yes,Network & Connectivity
MU-102149,APP-ERP,Yes,Application Support
MU-103694,ACC-PWD-RESET,Yes,Account & Access Management
MU-102603,SIS-REG,Yes,Student Information System
MU-101890,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100794,APP-PRINT-SW,Yes,Application Support
MU-103367,ACC-LOCKED,Yes,Account & Access Management
MU-102003,ACC-PWD-RESET,No,Account & Access Management
MU-101484,HW-PROJECTOR,No,Hardware & Equipment
MU-101979,ACC-LOCKED,Yes,Account & Access Management
MU-100499,ACC-PERMS,Yes,Account & Access Management
MU-102328,SIS-FEE,No,Student Information System
MU-101772,EML-MAILBOX-FULL,No,Email & Collaboration
MU-103578,LMS-LOGIN,No,Learning Management System
MU-104355,ACC-LOCKED,Yes,Account & Access Management
MU-104130,ACC-NEW,Yes,Account & Access Management
MU-100719,APP-INSTALL,Yes,Application Support
MU-100352,ACC-LOCKED,Yes,Account & Access Management
MU-102279,APP-ERP,Yes,Application Support
MU-101268,SIS-REG,Yes,Student Information System
MU-103574,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100874,HW-PROJECTOR,Yes,Hardware & Equipment
MU-104377,HW-PROJECTOR,No,Hardware & Equipment
MU-100618,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103047,ACC-LOCKED,No,Account & Access Management
MU-100856,SIS-REG,Yes,Student Information System
MU-102524,APP-ERP,Yes,Application Support
MU-101831,HW-PRINTER,Yes,Hardware & Equipment
MU-101376,SIS-REG,Yes,Student Information System
MU-101100,EML-SEND-FAIL,No,Email & Collaboration
MU-104730,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102253,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101357,HW-PRINTER,No,Hardware & Equipment
MU-103561,HW-PROJECTOR,No,Hardware & Equipment
MU-104440,ACC-NEW,No,Account & Access Management
MU-104386,ACC-PWD-RESET,Yes,Account & Access Management
MU-102362,SIS-REG,No,Student Information System
MU-103844,ACC-NEW,No,Account & Access Management
MU-102692,ACC-LOCKED,No,Account & Access Management
MU-101285,SIS-REG,No,Student Information System
MU-101832,LMS-COURSE-MISSING,Yes,Learning Management System
MU-102458,NET-LAN-PORT,Yes,Network & Connectivity
MU-101807,SIS-REG,Yes,Student Information System
MU-100190,EML-MEETING,Yes,Email & Collaboration
MU-102649,HW-PROJECTOR,No,Hardware & Equipment
MU-101902,APP-INSTALL,Yes,Application Support
MU-102758,SIS-REG,Yes,Student Information System
MU-103590,ACC-PWD-RESET,Yes,Account & Access Management
MU-100255,APP-ERP,Yes,Application Support
MU-102849,SIS-FEE,Yes,Student Information System
MU-104176,ACC-PWD-RESET,Yes,Account & Access Management
MU-104454,ACC-PWD-RESET,Yes,Account & Access Management
MU-100975,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100608,ACC-NEW,Yes,Account & Access Management
MU-100892,EML-SEND-FAIL,No,Email & Collaboration
MU-101392,ACC-PWD-RESET,Yes,Account & Access Management
MU-102216,ACC-PWD-RESET,Yes,Account & Access Management
MU-102265,LMS-LOGIN,Yes,Learning Management System
MU-102607,ACC-PWD-RESET,Yes,Account & Access Management
MU-102709,LMS-QUIZ,Yes,Learning Management System
MU-102686,HW-PRINTER,Yes,Hardware & Equipment
MU-103173,APP-INSTALL,Yes,Application Support
MU-101688,HW-PC-SLOW,Yes,Hardware & Equipment
MU-100253,HW-PC-SLOW,Yes,Hardware & Equipment
MU-101817,LMS-QUIZ,Yes,Learning Management System
MU-103096,SIS-REG,Yes,Student Information System
MU-100287,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102886,ACC-PWD-RESET,Yes,Account & Access Management
MU-100367,EML-MEETING,No,Email & Collaboration
MU-103082,SIS-REG,Yes,Student Information System
MU-102047,ACC-PWD-RESET,Yes,Account & Access Management
MU-104482,SIS-REG,No,Student Information System
MU-102258,APP-INSTALL,Yes,Application Support
MU-103955,ACC-PERMS,No,Account & Access Management
MU-100385,SIS-PORTAL-SLOW,Yes,Student Information System
MU-102320,LMS-LOGIN,No,Learning Management System
MU-101027,LMS-QUIZ,No,Learning Management System
MU-102574,ACC-PWD-RESET,Yes,Account & Access Management
MU-103288,ACC-LOCKED,Yes,Account & Access Management
MU-101804,ACC-PWD-RESET,Yes,Account & Access Management
MU-101432,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102632,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101315,LMS-UPLOAD,Yes,Learning Management System
MU-100331,SIS-REG,Yes,Student Information System
MU-100049,SIS-FEE,Yes,Student Information System
MU-103260,HW-PRINTER,Yes,Hardware & Equipment
MU-102717,SIS-TRANSCRIPT,No,Student Information System
MU-103660,ACC-PERMS,Yes,Account & Access Management
MU-103453,ACC-LOCKED,Yes,Account & Access Management
MU-100264,ACC-PWD-RESET,Yes,Account & Access Management
MU-103436,EML-SEND-FAIL,No,Email & Collaboration
MU-102933,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-101689,NET-SLOW,Yes,Network & Connectivity
MU-103938,LMS-QUIZ,No,Learning Management System
MU-101566,ACC-PERMS,Yes,Account & Access Management
MU-104189,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-103913,LMS-QUIZ,Yes,Learning Management System
MU-101936,LMS-LOGIN,No,Learning Management System
MU-100815,LMS-QUIZ,Yes,Learning Management System
MU-100072,HW-PERIPHERAL,No,Hardware & Equipment
MU-104368,ACC-LOCKED,Yes,Account & Access Management
MU-100730,LMS-QUIZ,Yes,Learning Management System
MU-103282,ACC-LOCKED,Yes,Account & Access Management
MU-103892,APP-INSTALL,No,Application Support
MU-100597,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101578,APP-INSTALL,Yes,Application Support
MU-101182,ACC-PWD-RESET,No,Account & Access Management
MU-102939,HW-PC-SLOW,No,Hardware & Equipment
MU-102536,ACC-PWD-RESET,Yes,Account & Access Management
MU-102750,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-103953,LMS-UPLOAD,Yes,Learning Management System
MU-101994,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101292,EML-MEETING,No,Email & Collaboration
MU-103145,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101813,SIS-FEE,No,Student Information System
MU-100073,HW-PC-NOBOOT,No,Hardware & Equipment
MU-100458,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-100885,LMS-QUIZ,No,Learning Management System
MU-104421,ACC-PWD-RESET,Yes,Account & Access Management
MU-102752,NET-SLOW,Yes,Network & Connectivity
MU-100761,SIS-TRANSCRIPT,Yes,Student Information System
MU-104683,HW-PERIPHERAL,No,Hardware & Equipment
MU-101557,LMS-LOGIN,Yes,Learning Management System
MU-103091,NET-WIFI-NOCONN,No,Network & Connectivity
MU-103667,ACC-LOCKED,Yes,Account & Access Management
MU-100129,APP-PRINT-SW,Yes,Application Support
MU-101089,HW-PRINTER,Yes,Hardware & Equipment
MU-101547,EML-MEETING,Yes,Email & Collaboration
MU-102848,SIS-TRANSCRIPT,Yes,Student Information System
MU-101769,LMS-COURSE-MISSING,No,Learning Management System
MU-104107,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100144,APP-PRINT-SW,Yes,Application Support
MU-103102,HW-PROJECTOR,Yes,Hardware & Equipment
MU-100696,HW-PC-NOBOOT,No,Hardware & Equipment
MU-102850,HW-PROJECTOR,Yes,Hardware & Equipment
MU-101506,APP-INSTALL,No,Application Support
MU-103850,ACC-PWD-RESET,No,Account & Access Management
MU-103329,LMS-LOGIN,Yes,Learning Management System
MU-103481,APP-PRINT-SW,Yes,Application Support
MU-102681,ACC-PWD-RESET,Yes,Account & Access Management
MU-100999,HW-PC-NOBOOT,No,Hardware & Equipment
MU-101821,ACC-NEW,No,Account & Access Management
MU-104044,APP-INSTALL,Yes,Application Support
MU-101155,HW-PRINTER,Yes,Hardware & Equipment
MU-101876,NET-SLOW,Yes,Network & Connectivity
MU-102572,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103486,NET-SLOW,Yes,Network & Connectivity
MU-101673,ACC-PERMS,Yes,Account & Access Management
MU-103050,LMS-LOGIN,No,Learning Management System
MU-104816,ACC-PWD-RESET,No,Account & Access Management
MU-103211,ACC-PERMS,Yes,Account & Access Management
MU-103027,APP-INSTALL,Yes,Application Support
MU-101781,NET-SLOW,Yes,Network & Connectivity
MU-101779,SIS-REG,No,Student Information System
MU-103062,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100676,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103362,SIS-FEE,Yes,Student Information System
MU-100084,LMS-LOGIN,Yes,Learning Management System
MU-101964,HW-PERIPHERAL,No,Hardware & Equipment
MU-100988,HW-PC-NOBOOT,No,Hardware & Equipment
MU-103563,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104574,APP-PRINT-SW,Yes,Application Support
MU-103196,ACC-PWD-RESET,No,Account & Access Management
MU-104847,SIS-FEE,No,Student Information System
MU-100045,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100320,ACC-PWD-RESET,No,Account & Access Management
MU-103888,LMS-LOGIN,Yes,Learning Management System
MU-102833,SIS-FEE,Yes,Student Information System
MU-101795,ACC-PWD-RESET,No,Account & Access Management
MU-100784,SIS-TRANSCRIPT,Yes,Student Information System
MU-104791,LMS-QUIZ,No,Learning Management System
MU-104589,ACC-LOCKED,No,Account & Access Management
MU-102612,ACC-LOCKED,Yes,Account & Access Management
MU-101019,ACC-PERMS,Yes,Account & Access Management
MU-103770,ACC-PWD-RESET,Yes,Account & Access Management
MU-104860,SIS-FEE,No,Student Information System
MU-102039,ACC-PWD-RESET,Yes,Account & Access Management
MU-102221,ACC-NEW,Yes,Account & Access Management
MU-102415,HW-PC-SLOW,No,Hardware & Equipment
MU-100759,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103947,ACC-PWD-RESET,Yes,Account & Access Management
MU-100477,ACC-PWD-RESET,Yes,Account & Access Management
MU-104710,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103946,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104356,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101105,EML-SEND-FAIL,Yes,Email & Collaboration
MU-103172,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103359,NET-VPN,Yes,Network & Connectivity
MU-102730,NET-WIFI-NOCONN,No,Network & Connectivity
MU-103460,LMS-UPLOAD,No,Learning Management System
MU-103473,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102907,ACC-LOCKED,Yes,Account & Access Management
