Ticket ID,Subject,Description,Category,Subcategory,Department,Assigned Resolver,Assigned Team,Status,Resolution Notes,Created,Resolved,Reassigned
MU-103912,Results not showing,It has stopped working in the staff room snice the semester started. kindly look into it. Thanks in advance.,Student Information System,Results / transcripts,ICT Directorate,ICT-MIS-03,MIS / SIS Support Team,Closed,"Traced the unresolved marks to an unapproved mark sheet, escalated to the school examinations office for approval and confirmed the results displayed after posting.",2025-08-21 16:08,2025-08-22 04:23,No
MU-102942,Kindly assist,"Good afternoon, I cannot open it in the staff room since friday. your assistance will be appreciated.",Learning Management System,Assessment,School of Information Sciences,ICT-ELN-01,eLearning Support Unit,Closed,"Corrected the assessment availability window and group restrictions on the activity, extended the deadline as authorised by the lecturer and confirmed submissions were accepted.",2024-01-11 11:41,2024-01-12 03:59,No
MU-102673,Network very slow,"Greetings, It keeps failing. downloads crawl even on a good signal. Regards.",Network & Connectivity,Performance,Finance Department,ICT-NET-01,Network Team,Open,,2025-11-10 14:53,,No
MU-103219,eLearning access problem,"Greetings, I am unable to get in. i cannnot get into the e-learning platfom. please attend to this as soon as possible. Thanks in advance.",Learning Management System,Access,Registrar (Academic),ICT-ELN-02,eLearning Support Unit,Closed,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,2025-08-22 12:00,2025-08-22 22:03,No
MU-103087,Cannot login,"Greetings, I am unable to sign in and my password has expired and needs resetting in our department since the power went off. Thnak you.",Account & Access Management,Password reset,School of Business and Economics,ICT-SYS-03,Systems & Accounts Team,Closed,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",2024-10-31 07:24,2024-10-31 10:29,No
MU-101806,Quiz not openning,"Dear Sir/Madam, It is missing at the main campus. my students cant sumbit the cat on the platform from today morning. Kindly assist urgently.",Learning Management System,Assessment,School of Law,ICT-ELN-01,eLearning Support Unit,Resolved,"Corrected the assessment availability window and group restrictions on the activity, extended the deadline as authorised by the lecturer and confirmed submissions were accepted.",2024-01-28 15:40,2024-01-29 10:09,No
MU-104100,Cannot print,"Dear ICT, It says access dennied and printing stopped after my system was updated in the staff room. Thanks in advance.",Application Support,Print services,School of Law,ICT-HWM-03,Hardware & Maintenance Team,Closed,"Removed the stale printer object, reinstalled the correct driver and mapped the user to the departmental print queue. Verified with a test page.",2025-07-28 13:25,2025-07-31 22:34,No
MU-101446,Slow connection,It is extremely slow and browsing is very slow in my office since the power went off. i have tried on both my phone and laptop. kindly assist.,Network & Connectivity,Performance,School of Education,ICT-NET-03,Network Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput. Ticket closed.",2024-02-17 13:45,2024-02-18 14:38,No
MU-101300,Unit missing on portal,"Dear ICT, It is missing at the library. the course i teach is not on the platform for the past two days.",Learning Management System,Course enrolment,School of Medicine,ICT-ELN-01,eLearning Support Unit,Closed,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",2025-02-14 08:31,2025-02-14 12:03,No
MU-100437,Unit not showing,"Dear Sir/Madam, It does not appear anywhere in the administration block. the course i teach is not on the platform since yesterday.",Learning Management System,Course enrolment,Registrar (Academic),ICT-ELN-02,eLearning Support Unit,Closed,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",2024-09-10 15:09,2024-09-12 10:22,Yes
MU-102464,Software installation request,Kindly insstall it for me for the past two days. Awaiting your response.,Application Support,Software installation,School of Arts and Social Sciences,ICT-APP-02,Applications Support Team,Closed,"Verified licence entitlement, installed the requested application from the approved software repository and activated it against the institutional licence server.",2025-08-21 15:37,2025-08-26 03:25,Yes
MU-101511,Problem with system,"Dear ICT, It has refused to work in my office. outgoing mail fails but incoming arries since the semester started. Thank you.",Email & Collaboration,Mail delivery,School of Arts and Social Sciences,ICT-HD-02,Help Desk (Tier 1),Closed,"Identified an incorrect SMTP configuration on the client, corrected the outgoing server settings and authentication method, and confirmed successful test delivery. Advised the user to report any recurrence.",2024-02-06 09:02,2024-02-06 11:49,No
MU-104706,PROCUREMENT SYSTEM ERROR,I have no access at the library snice the power went off. kindly assist. Kindly assist.,Email & Collaboration,ERP / Finance system,University Library,ICT-APP-02,Applications Support Team,Closed,"Cleared the corrupted local client cache, updated the ERP client to the current build and re-established the database connection profile. Confirmed normal operation.",2025-07-31 14:46,2025-08-03 18:46,No
MU-100522,Cannot login,It says my details are wrong. plase attend to this as soon as possible.,Account & Access Management,Password reset,University Library,ICT-HD-01,Help Desk (Tier 1),Closed,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",2025-04-17 08:04,2025-04-17 09:04,No
MU-103110,Cannot view results,"Dear ICT, I am locked out since this morning. please attend to this as soon as possible. Kinly assist urgently.",Student Information System,Results / transcripts,School of Information Sciences,ICT-MIS-03,MIS / SIS Support Team,Closed,"Traced the unresolved marks to an unapproved mark sheet, escalated to the school examinations office for approval and confirmed the results displayed after posting.",2025-04-30 08:12,2025-05-02 20:33,No
MU-103484,LAN port dead,"Good afternoon, It is not functioning in our department since friday.  this is affecting my work.  Kindly assist.",Network & Connectivity,LAN,School of Information Sciences,ICT-NET-03,Network Team,Resolved,"Traced the wall port to the patch panel, re-terminated the faulty jack and re-patched to an active switch port. Link confirmed at 1Gbps.",2024-06-10 18:55,2024-06-11 15:17,No
MU-100828,Unable to register,My login keeps failing and this is on the student portal in my office. Thanks in advance.,Student Information System,Unit registration,ICT Directorate,ICT-MIS-03,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration.",2024-10-12 17:13,2024-10-15 16:43,No
MU-102076,Urgent assistance required,I am locked out. pleae help.,Account & Access Management,Account lockout,School of Engineering,ICT-SYS-01,Systems & Accounts Team,In Progress,,2025-02-20 12:46,,No
MU-101329,Unable to join the wireless network,I am unable to get in and there is no wifi in our block since the power went off. Kindly assist urgently.,Network & Connectivity,Wi-Fi,Registrar (Academic),ICT-NET-02,Network Team,Closed,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,2025-08-01 16:50,2025-08-02 05:21,No
MU-103794,ICT isssue,It does not appear anywhere at the library. kindly look into it. Kindly assist.,Learning Management System,Course enrolment,Procurement,ICT-ELN-01,eLearning Support Unit,Closed,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",2024-02-06 18:22,2024-02-07 15:27,No
MU-103103,KIINDLY ASSIST,"Hi, It is not installed on my machine. the deadline is today. Your assistance will be appreciated.",Application Support,Software installation,Human Resources,ICT-APP-01,Applications Support Team,Closed,"Verified licence entitlement, installed the requested application from the approved software repository and activated it against the institutional licence server. Ticket closed.",2025-10-29 08:48,2025-11-04 11:11,Yes
MU-103852,Desktop not bootnig,It is down. the desktop does not power on when i press the button.,Hardware & Equipment,Desktop / laptop,School of Engineering,ICT-HD-03,Help Desk (Tier 1),Closed,"Diagnosed a failed power supply unit following a power surge, replaced the PSU and confirmed the system booted normally into the operating system.",2024-06-29 12:54,2024-07-04 00:44,No
MU-101414,students cannot submit cat,"Hi, It is not appearing and the quiz will not open for the class and the deadline is today in my office. it was working fine last week. i would appreciate your help. Thanks in advance.",Learning Management System,Assessment,Registrar (Academic),ICT-ELN-02,eLearning Support Unit,Closed,"Corrected the assessment availability window and group restrictions on the activity, extended the deadline as authorised by the lecturer and confirmed submissions were accepted.",2025-09-24 08:19,2025-09-25 04:06,No
MU-100882,Need software installed,It is not installed on my machine and please install microsoft office on my laptop in the administration block. Kindly assist urgently.,Application Support,Software installation,School of Arts and Social Sciences,ICT-HD-03,Help Desk (Tier 1),Closed,"Verified licence entitlement, installed the requested application from the approved software repository and activated it against the institutional licence server.",2024-05-07 07:23,2024-05-09 04:05,No
MU-100801,print problem,I cannot open it and othrs can print but my machine cannot in our block since the semester started. kindly look into it. Regards.,Hardware & Equipment,Print services,Procurement,ICT-APP-01,Applications Support Team,Closed,"Removed the stale printer object, reinstalled the correct driver and mapped the user to the departmental print queue. Verified with a test page.",2024-12-24 11:28,2024-12-24 22:07,Yes
MU-104222,New staff accouunt,We need an account opened in our block since last week. i would appreciate your help. Regards.,Account & Access Management,New account,School of Information Sciences,ICT-SYS-01,Systems & Accounts Team,In Progress,,2025-10-27 18:06,,No
MU-101757,Scanner not detected,It is giving an error and some keys on the keyboard do not respond.  kindly treta as urgent.  Thank you.,Hardware & Equipment,Peripherals,School of Information Sciences,ICT-HWM-01,Hardware & Maintenance Team,Closed,Replaced the faulty peripheral from stores and confirmed detection and normal operation; for the UPS the battery pack was replaced and a load test performed.,2024-10-06 07:04,2024-10-07 04:47,No
MU-104790,Computer very slow,"Greetings, It takes forever to load since the power went off.  kindly assist.  Awaiting your response.",Hardware & Equipment,Performance,School of Arts and Social Sciences,ICT-HWM-02,Hardware & Maintenance Team,Closed,,2024-02-10 09:42,2024-02-10 14:59,No
MU-101633,Access rights needed,It is giving an error at the main campus.  this is the departmental shared folder on the server since the power went off.  it was working fine last week.  kindly assist.,Account & Access Management,Permissions,Human Resources,ICT-SYS-02,Systems & Accounts Team,Closed,"Added the user to the correct departmental security group after confirming approval from the head of department, and verified access to the shared resource.",2025-04-09 15:09,2025-04-09 19:28,No
MU-104481,xxx,ignore this,,LAN,Finance Department,ICT-NET-03,Network Team,Closed,"Traced the wall port to the patch panel, re-terminated the faulty jack and re-patched to an active switch port. Link confirmed at 1Gbps. User confirmed the issue was resolved.",2025-11-29 13:09,2025-11-29 21:44,No
MU-103749,print problem,"Good morning, It is givinng an error and others can print but my machine cannot for the past two days. please help.",Application Support,Print services,Registrar (Academic),ICT-APP-02,Applications Support Team,Closed,"Removed the stale printer object, reinstalled the correct driver and mapped the user to the departmental print queue. Verified with a test page.",2024-03-15 10:39,2024-03-16 18:56,No
MU-103162,CANNOT PRINT,"Good afternoon, It is not working.",Hardware & Equipment,Printer,School of Arts and Social Sciences,ICT-HWM-03,Hardware & Maintenance Team,Closed,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",2025-08-11 13:24,2025-08-17 05:31,No
MU-100947,Kindly assist,"Dear ICT, Login is not working in our block. please atttend to this as soon as possible.",Account & Access Management,Password reset,Registrar (Academic),ICT-SYS-03,Systems & Accounts Team,In Progress,,2024-09-21 07:59,,No
MU-100147,Network very slow,"Hello, It has stopped working in the administration block. it is worse in the afternoon when everyone is online. kndly treat as urgent.",Network & Connectivity,Performance,School of Medicine,ICT-NET-01,Network Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",2024-10-26 09:31,2024-10-29 03:40,Yes
MU-104708,NO WIFI CONNECTION,"Hi, It is down since the power went off. i have a class shortly. please attend to this as soon as possible.",Network & Connectivity,Wi-Fi,Estates and Works,ICT-NET-01,Network Team,Closed,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,2025-08-25 08:25,2025-08-25 20:50,No
MU-100931,ASSISTANCE REQUIRED,It keeps failing and i have tried another network cable since the power went off.  Awaiting your response.,Network & Connectivity,LAN,School of Education,ICT-NET-03,Network Team,Closed,"Traced the wall port to the patch panel, re-terminated the faulty jack and re-patched to an active switch port. Link confirmed at 1Gbps.",2025-02-24 08:34,2025-02-26 07:33,No
MU-104744,Cannot login account locked,"Dear ICT, I keep getting invalid creedentials and it locked itself after i typed the wrong password too many times for the past two days. i would appreciate your help.",Account & Access Management,Account lockout,Estates and Works,ICT-SYS-03,Systems & Accounts Team,Closed,"Confirmed the lockout source, cleared the lockout in Active Directory, unlocked the account and advised the user on clearing cached credentials on secondary devices. Ticket closed.",2025-09-26 16:05,2025-09-26 16:53,No
MU-104309,Issue affecting my work,"Hello, It has stopped working and the registration page errors after i select units. i would appreciate your help.",Student Information System,Unit registration,School of Information Sciences,ICT-MIS-03,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration.",2024-09-14 16:39,2024-09-15 15:54,No
MU-100239,Unable to register,It says my details are wrong and the registration page errors aftre i select units. kindly assist.,Student Information System,Unit registration,School of Science,ICT-MIS-03,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration. Ticket closed.",2024-07-07 13:40,2024-07-08 16:47,No
MU-103847,Cannot register units,"Hi, It is down. this is on the student portal for the past two days. i have tried several times. i would appreciate your help.",Student Information System,Unit registration,Registrar (Academic),ICT-MIS-02,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration. User confirmed the issue was resolved.",2025-10-28 09:43,2025-10-31 03:25,No
MU-100276,Cannot connect to wifi,Nothing is happening.,Network & Connectivity,Wi-Fi,School of Information Sciences,ICT-NET-02,Network Team,Closed,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,2025-09-13 11:05,2025-09-15 01:55,No
MU-104616,Printer not working,"Dear ICT, It has refused to work for the past two days. i would appreciate your help.",Hardware & Equipment,Printer,School of Medicine,ICT-HWM-03,Hardware & Maintenance Team,Closed,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",2025-04-16 08:34,2025-04-21 23:35,No
MU-103483,Permission request,It has refused to work from today morning. the deadline is today. kindyl treat as urgent.,Account & Access Management,Permissions,School of Information Sciences,ICT-SYS-02,Systems & Accounts Team,Closed,"Added the user to the correct departmental security group after confirming approval from the head of department, and verified access to the shared resource.",2025-10-04 18:31,2025-10-04 20:35,No
MU-101723,Unit not showig,It has disappeared since the semester started.,Learning Management System,Course enrolment,School of Information Sciences,ICT-ELN-02,eLearning Support Unit,Closed,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",2025-04-17 14:34,2025-04-18 14:59,No
MU-102630,KINDLY ASSIST,It says my details are wrong in the computer lab. i have a class shortly.,,Unit registration,Finance Department,ICT-MIS-02,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration.",2024-11-18 16:59,2024-11-20 19:09,No
MU-102015,PRINT PROBLEM,as above,Application Support,Print services,School of Information Sciences,ICT-APP-01,Applications Support Team,Closed,"Removed the stale printer object, reinstalled the correct driver and mapped the user to the departmental print queue. Verified with a test page. Advised the user to report any recurrence.",2024-12-10 13:15,2024-12-11 13:39,No
MU-103695,LAN port dead,"Dear Sir/Madam, It keeps failing since the semester started. i have trieed on both my phone and laptop.",Network & Connectivity,LAN,Estates and Works,ICT-NET-02,Network Team,Closed,"Traced the wall port to the patch panel, re-terminated the faulty jack and re-patched to an active switch port. Link confirmed at 1Gbps.",2025-08-17 12:39,2025-08-18 11:36,No
MU-101055,Internet is slow,"Hi, Nothing is happening at the library.  browsinng is very slow.  kindly treat as urgent.",Network & Connectivity,Performance,University Library,ICT-NET-01,Network Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",2024-11-19 18:42,2024-11-20 06:53,No
MU-103724,Kindly assist,"Hi, I have no access in the administration block.  i am trying to connect remotely from home sincce friday.  kindly look into it.  Your assistance will be appreciated.",Network & Connectivity,VPN / Remote access,Registrar (Academic),ICT-NET-01,Network Team,Closed,"Re-issued the VPN profile, confirmed the account was in the remote-access group and verified successful tunnel establishment from an external network.",2024-12-23 18:47,2024-12-24 06:27,No
MU-104499,Locked out,I cannot access the system since the semester started. Awaiting your response.,Account & Access Management,Account lockout,School of Medicine,ICT-SYS-01,Systems & Accounts Team,Closed,"Confirmed the lockout source, cleared the lockout in Active Directory, unlocked the account and advised the user on clearing cached credentials on secondary devices.",2025-01-08 13:11,2025-01-08 16:47,Yes
MU-102379,password reset,It says access denied for a while now. the deadline is today. your assistance will be appreciated. Regards.,Account & Access Management,Password reset,School of Science,ICT-SYS-04,Systems & Accounts Team,Closed,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",2024-12-22 10:53,2024-12-22 15:47,No
MU-103416,Machine freezing,"Hello, Performance is very poor.  the laptop itself is the problem, not the network.  Regards.",Application Support,Performance,School of Law,ICT-HWM-01,Hardware & Maintenance Team,Closed,"Performed malware removal and disk cleanup, upgraded the machine from a mechanical disk to an SSD and increased RAM. Boot and application load times improved substantially. User confirmed the issue was resolved.",2024-11-28 13:45,2024-11-30 21:18,No
MU-101905,Cannot send email,"Dear ICT, It has stopped working and this is on outlook. my colleague is not having the same problem. kidnly assist urgently. Thank you.",Email & Collaboration,Mail delivery,School of Education,ICT-SYS-02,Systems & Accounts Team,Open,,2024-08-18 13:35,,No
MU-101596,Cannot pint,"Dear ICT, Nothing is happening. printing stopped after my system was updated since this morning. kindly look into it. Kindly assist urgently.",Application Support,Print services,School of Arts and Social Sciences,ICT-HWM-03,Hardware & Maintenance Team,Closed,"Removed the stale printer object, reinstalled the correct driver and mapped the user to the departmental print queue. Verified with a test page.",2024-07-22 07:53,2024-07-23 20:51,No
MU-102148,NO NETWORK ON DESKTOP,It has stopped working and i have tried another network cable in the staff room.,Network & Connectivity,LAN,School of Engineering,ICT-NET-01,Network Team,Closed,,2025-08-25 11:07,2025-08-26 18:29,No
MU-100270,Urgent assistance required,"Dear Sir/Madam, Kindly create an account. plase set up access for the new technician.",Account & Access Management,New account,School of Information Sciences,ICT-SYS-01,Systems & Accounts Team,Closed,"Created the domain account and mailbox from the approved appointment letter, assigned the departmental security groups and issued credentials to the user. Advised the user to report any recurrence.",2024-03-15 08:15,2024-03-15 13:21,No
MU-100134,install application,"Dear ICT, Kindly install it for me in the administration block from today morning. Awaiting your response.",Application Support,Software installation,School of Science,ICT-APP-01,Applications Support Team,Closed,"Verified licence entitlement, installed the requested application from the approved software repository and activated it against the institutional licence server.",2025-09-15 13:28,2025-09-16 08:35,No
MU-100399,SPSS installation,"Dear ICT, I need it installed. i need spss installed for data analysis since the power went off.",Application Support,Software installation,School of Medicine,ICT-HD-03,Help Desk (Tier 1),Closed,"Verified licence entitlement, installed the requested application from the approved software repository and activated it against the institutional licence server.",2024-10-17 15:17,2024-10-19 04:53,No
MU-103589,Fees not updated,It does not appear anywhere and i paid my fees but it is not reflecting in the portal since friday. i have tired on both my phone and laptop. kindly look into it.,Student Information System,Fee statement,Finance Department,ICT-APP-01,Applications Support Team,Closed,"Reconciled the bank transaction reference against the finance ledger, posted the missing receipt to the student account and confirmed the updated statement in the portal.",2024-09-21 16:10,2024-09-25 05:16,Yes
MU-101464,Problem with sytsem,Messages are bouncing back since last week.,Email & Collaboration,Mail delivery,School of Business and Economics,ICT-SYS-04,Systems & Accounts Team,Resolved,"Identified an incorrect SMTP configuration on the client, corrected the outgoing server settings and authentication method, and confirmed successful test delivery.",2024-08-26 09:17,2024-08-27 14:01,Yes
MU-100586,Wall port problem,It has stopped working in lecture hall three. the ethernet port is not giving a link. kindly assist.,Network & Connectivity,LAN,School of Engineering,ICT-NET-03,Network Team,Closed,"Traced the wall port to the patch panel, re-terminated the faulty jack and re-patched to an active switch port. Link confirmed at 1Gbps.",2024-04-23 15:41,2024-04-24 08:08,No
MU-103415,LMS login failing,"Hello, It refuses to let me in and this is on the elearning portal for the past two days. this is affecting my work. your assistance will be appreciated. Thank you.",Learning Management System,Access,School of Business and Economics,ICT-SYS-03,Systems & Accounts Team,Closed,,2024-12-05 09:50,2024-12-07 10:36,Yes
MU-104227,Bandwidth prroblem,"Dear ICT, Response is very slow. the whole department's link is affected. i have already restarted the machine. i would appreciate your help.",Network & Connectivity,Performance,School of Arts and Social Sciences,ICT-NET-01,Network Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",2025-05-27 18:02,2025-05-29 00:55,No
MU-103772,Students cannot submit CAT,"Good morning, I cannot access the system. kindly assist urgently. Kindly assist urgently.",Learning Management System,Assessment,School of Engineering,ICT-ELN-02,eLearning Support Unit,Closed,,2024-10-27 08:51,2024-10-27 16:46,No
MU-101435,POOR NETWORK PERFORANCE,It is not functioning at the library. it is worse in the afternoon when everyone is online sinec last week. your assistance will be appreciated. Awaiting your response.,Network & Connectivity,Performance,School of Information Sciences,ICT-HWM-02,Hardware & Maintenance Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",2024-01-30 14:36,2024-02-01 04:46,No
MU-103363,New staff account,Kindly create an account since last week.  i would appreciate your help.  Kindly assist urgently.,Account & Access Management,New account,School of Education,ICT-SYS-04,Systems & Accounts Team,Open,,2025-03-05 18:12,,No
MU-101457,Cannot connect to wifi,It says access denied and it keeps asking for the wifi password for a while now. Thank you.,Network & Connectivity,Wi-Fi,School of Business and Economics,ICT-NET-02,Network Team,Closed,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,2024-02-19 17:11,2024-02-20 19:38,No
MU-102705,Access denied to shared folder,It is not working and i need rights to the shared drive in the administration block since the semester started. it was working fine last week. Your assistance will be appreciated.,Student Information System,Permissions,School of Medicine,ICT-SYS-04,Systems & Accounts Team,Closed,"Added the user to the correct departmental security group after confirming approval from the head of department, and verified access to the shared resource.",2024-03-22 17:42,2024-03-22 22:11,Yes
MU-102348,Bandwidth problem,It is dragging badly in my office. it is worse in the afternoon when everyone is online for the past two days. i would appreciate your help. Awaiting your response.,Network & Connectivity,Performance,School of Education,ICT-NET-02,Network Team,Resolved,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",2024-04-02 18:31,2024-04-04 02:16,No
MU-101226,Unit missing on portal,"Dear ICT, It is not functioning in my office. i registered the unit but it is not on e-learning since last week. i have tried several times. Thank you.",Account & Access Management,Course enrolment,School of Education,ICT-HD-03,Help Desk (Tier 1),Closed,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",2024-02-26 16:52,2024-02-27 17:28,No
MU-104680,Storage limit reached,Nothing is coming in any more in the staff room. i need my mailbox quota increased. i have tried on both my phone and laptop. i would appreciate your help. Kindly assist.,Email & Collaboration,Mailbox quota,School of Engineering,ICT-SYS-04,Systems & Accounts Team,Closed,"Advised the user on archiving, purged deleted items and increased the mailbox quota in line with the ICT storage policy. Confirmed mail flow resumed.",2024-07-17 14:13,2024-07-17 18:23,No
MU-103494,not receiving emails,"Hello, It keeps failing. i need my mailbox quota increased since the semester started. your assistance will be appreciated. Kindly assist.",Email & Collaboration,Mailbox quota,School of Science,ICT-SYS-03,Systems & Accounts Team,Closed,"Advised the user on archiving, purged deleted items and increased the mailbox quota in line with the ICT storage policy. Confirmed mail flow resumed.",2024-03-08 07:10,2024-03-09 05:53,No
MU-103119,Urgent assistance required,"Hello, It has refused to work in our dept. please help. Awaiiting your response.",Student Information System,Results / transcripts,School of Information Sciences,ICT-MIS-02,MIS / SIS Support Team,Closed,,2025-02-11 12:42,2025-02-13 08:09,No
MU-103300,Quiz not opening,"Dear ICT, I have no access and my students cannot submit the cat on the platform since this morning.  i would appreciate your help.",Learning Management System,Assessment,Human Resources,ICT-ELN-01,eLearning Support Unit,Closed,"Corrected the assessment availability window and group restrictions on the activity, extended the deadline as authorised by the lecturer and confirmed submissions were accepted.",2025-04-24 14:03,2025-04-24 22:18,No
MU-104625,Cannot print,"Greetings, Nothing is happening and the printouts are faint and streaky in the administration block since this morning. this is affectig my work. i would appreciate your help. Kindly assist urgently.",Hardware & Equipment,Printer,University Library,ICT-APP-02,Applications Support Team,Closed,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print. Advised the user to report any recurrence.",2024-02-22 12:11,2024-02-25 19:06,No
MU-103670,Network point not working,It has stpoped working and the cable shows unplugged in the comp lab. the deadline is today. Thanks in advance.,Network & Connectivity,LAN,ICT Directorate,ICT-NET-01,Network Team,Closed,"Traced the wall port to the patch panel, re-terminated the faulty jack and re-patched to an active switch port. Link confirmed at 1Gbps.",2025-04-06 18:39,2025-04-07 05:04,No
MU-102911,Outlook problem,It fails whenever i press send in the administration block. this is on outlook for a while now. it was working fine last week. Thanks in advance.,Application Support,Mail delivery,Procurement,ICT-SYS-02,Systems & Accounts Team,Closed,"Identified an incorrect SMTP configuration on the client, corrected the outgoing server settings and authentication method, and confirmed successful test delivery. Ticket closed.",2024-07-16 12:34,2024-07-16 21:36,No
MU-100118,Unit missing on portal,It is not showing in the staff room. kindly assist.,Learning Management System,Course enrolment,School of Arts and Social Sciences,ICT-HD-02,Help Desk (Tier 1),Closed,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",2024-10-07 15:06,2024-10-08 20:30,No
MU-100250,Unable to join the wirreless network,It will not connect at all in our block. it was working fine last week. kindly look into it.,Network & Connectivity,Wi-Fi,School of Law,ICT-NET-03,Network Team,Closed,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,2025-02-24 11:16,2025-02-24 22:59,No
MU-100751,Software installation request,"Dear ICT, It is not installed on my machine and kindly advise on the licence for the installation at the main campus from today morning. kindly look into it. Thank you.",Application Support,Software installation,Procurement,ICT-HD-03,Help Desk (Tier 1),Closed,"Verified licence entitlement, installed the requested application from the approved software repository and activated it against the institutional licence server.",2025-07-24 10:00,2025-07-26 01:52,No
MU-104128,Wireless not working,"Dear ICT, I cannot connect. my laptop will not join mu-wifi from today morning. this is affecting my work. Thank you.",Network & Connectivity,Wi-Fi,University Library,ICT-NET-03,Network Team,Closed,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,2024-10-30 14:34,2024-11-01 13:09,No
MU-104581,Unable to register,"Good morning, Nothing is happening at the library.",Student Information System,Unit registration,School of Education,ICT-MIS-02,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration.",2025-02-09 14:48,2025-02-12 20:30,Yes
MU-100121,FEE STATEMENT PROBLEM,It is not appearing. the portal still shows a balance after i cleared since the semester started.,Student Information System,Fee statement,Estates and Works,ICT-MIS-01,MIS / SIS Support Team,Closed,"Reconciled the bank transaction reference against the finance ledger, posted the missing receipt to the student account and confirmed the updated statement in the portal.",2024-04-28 17:10,2024-04-29 06:53,No
MU-102660,Email not going out,"Hello, Messages are bouncing back and this is on outlook in the administration block.  my colleague is not having the same problem.",Email & Collaboration,Mail delivery,ICT Directorate,ICT-SYS-04,Systems & Accounts Team,Closed,"Identified an incorrect SMTP configuration on the client, corrected the outgoing server settings and authentication method, and confirmed successful test delivery.",2025-06-07 18:30,2025-06-07 21:11,No
MU-103125,Student portal timing out,Everything is very slow. it times out during the registration period for a while now. please attend to this as soon as possible. Regards.,Student Information System,Performance,ICT Directorate,ICT-MIS-03,MIS / SIS Support Team,Resolved,"Identified database contention during peak registration, applied index tuning and temporarily scaled the application resources. Response times returned to normal.",2024-01-18 07:35,2024-01-20 16:09,No
MU-102175,Forgot password,"Greetings, I cant access the system in the staff room from today morning. i have a class shortly. kindly assist.",Account & Access Management,Password reset,Human Resources,ICT-SYS-01,Systems & Accounts Team,Closed,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",2025-05-14 17:59,2025-05-14 22:25,No
