Ticket ID,Subject,Description,Category,Subcategory,Department,Assigned Resolver,Assigned Team,Status,Resolution Notes,Created,Resolved,Reassigned,latent_problem_id,had_context,true_category,subject_clean,desc_clean,text,res_clean,y_category,y_team,y_category_id,y_team_id
MU-103056,Kindly assist,"Good morning, My login keeps failing. kindly assist.",Learning Management System,Access,School of Arts and Social Sciences,ICT-ELN-01,eLearning Support Unit,Closed,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login. User confirmed the issue was resolved.,2025-01-08 16:26,2025-01-09 12:16,No,LMS-LOGIN,No,Learning Management System,kindly assist,good morning my login keeps failing kindly assist,kindly assist kindly assist good morning my login keeps failing kindly assist,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login. User confirmed the issue was resolved.,Learning Management System,eLearning Support Unit,4,6
MU-100832,SPSS installation,It is not installed on my machine. Kindly assist urgently.,Application Support,Software installation,School of Information Sciences,ICT-APP-01,Applications Support Team,Closed,"Verified licence entitlement, installed the requested application from the approved software repository and activated it against the institutional licence server.",2024-05-02 12:03,2024-05-05 00:01,No,APP-INSTALL,No,Application Support,spss installation,it is not installed on my machine kindly assist urgently,spss installation spss installation it is not installed on my machine kindly assist urgently,"Verified licence entitlement, installed the requested application from the approved software repository and activated it against the institutional licence server.",Application Support,Applications Support Team,1,0
MU-103822,Storage limit reached,It keeps failing in lcture hall three. my mailbox has exceeded its storage limit. this is affecting my work. Your assistance will be appreciated.,Email & Collaboration,Mailbox quota,University Library,ICT-SYS-02,Systems & Accounts Team,Closed,"Advised the user on archiving, purged deleted items and increased the mailbox quota in line with the ICT storage policy. Confirmed mail flow resumed.",2025-04-13 12:10,2025-04-13 14:04,No,EML-MAILBOX-FULL,Yes,Email & Collaboration,storage limit reached,it keeps failing in lcture hall three my mailbox has exceeded its storage limit this is affecting my work your assistance will be appreciated,storage limit reached storage limit reached it keeps failing in lcture hall three my mailbox has exceeded its storage limit this is affecting my work your assistance will be appreciated,"Advised the user on archiving, purged deleted items and increased the mailbox quota in line with the ICT storage policy. Confirmed mail flow resumed.",Email & Collaboration,Systems & Accounts Team,2,5
MU-100871,ICT issue,It keeps jamming in the computer lab since last week.  kindly look into it.,Hardware & Equipment,Printer,School of Science,ICT-HWM-03,Hardware & Maintenance Team,Closed,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",2025-05-24 18:37,2025-05-26 17:21,No,HW-PRINTER,No,Hardware & Equipment,ict issue,it keeps jamming in the computer lab since last week kindly look into it,ict issue ict issue it keeps jamming in the computer lab since last week kindly look into it,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-102360,Assistance requuired,I am unablle to sign in.,Account & Access Management,Password reset,Registrar (Academic),ICT-SYS-04,Systems & Accounts Team,In Progress,,2024-01-09 10:02,,No,ACC-PWD-RESET,No,Account & Access Management,assistance requuired,i am unablle to sign in,assistance requuired assistance requuired i am unablle to sign in,,Account & Access Management,Systems & Accounts Team,0,5
MU-104461,Fees not updated,It is down. i have attached the bank slip since yesterday. kindly look into it.,Student Information System,Fee statement,School of Business and Economics,ICT-MIS-01,MIS / SIS Support Team,Closed,"Reconciled the bank transaction reference against the finance ledger, posted the missing receipt to the student account and confirmed the updated statement in the portal. Advised the user to report any recurrence.",2025-07-08 15:47,2025-07-10 18:06,No,SIS-FEE,Yes,Student Information System,fees not updated,it is down i have attached the bank slip since yesterday kindly look into it,fees not updated fees not updated it is down i have attached the bank slip since yesterday kindly look into it,"Reconciled the bank transaction reference against the finance ledger, posted the missing receipt to the student account and confirmed the updated statement in the portal. Advised the user to report any recurrence.",Student Information System,MIS / SIS Support Team,6,3
MU-102618,ICT ISSUE,It is not showing. your assistance will be appreciated. Kindly assist.,Learning Management System,Assessment,School of Engineering,ICT-ELN-02,eLearning Support Unit,Closed,"Corrected the assessment availability window and group restrictions on the activity, extended the deadline as authorised by the lecturer and confirmed submissions were accepted.",2025-01-14 12:31,2025-01-15 04:04,Yes,LMS-QUIZ,No,Learning Management System,ict issue,it is not showing your assistance will be appreciated kindly assist,ict issue ict issue it is not showing your assistance will be appreciated kindly assist,"Corrected the assessment availability window and group restrictions on the activity, extended the deadline as authorised by the lecturer and confirmed submissions were accepted.",Learning Management System,eLearning Support Unit,4,6
MU-104126,Assistance required,I cannot see it.  the ups beeps continuously and the machine goes off.  please attend to this as soon as possible.  Kindly assist.,Hardware & Equipment,Peripherals,School of Arts and Social Sciences,ICT-HWM-01,Hardware & Maintenance Team,Closed,Replaced the faulty peripheral from stores and confirmed detection and normal operation; for the UPS the battery pack was replaced and a load test performed.,2025-07-08 18:52,2025-07-09 15:40,Yes,HW-PERIPHERAL,Yes,Hardware & Equipment,assistance required,i cannot see it the ups beeps continuously and the machine goes off please attend to this as soon as possible kindly assist,assistance required assistance required i cannot see it the ups beeps continuously and the machine goes off please attend to this as soon as possible kindly assist,Replaced the faulty peripheral from stores and confirmed detection and normal operation; for the UPS the battery pack was replaced and a load test performed.,Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-104159,Finance system problem,"Dear ICT, It has stopped working and this is the finance module of the erp since the power went off. i would appreciate your help.",Application Support,ERP / Finance system,Registrar (Academic),ICT-APP-01,Applications Support Team,Resolved,"Cleared the corrupted local client cache, updated the ERP client to the current build and re-established the database connection profile. Confirmed normal operation.",2025-12-03 15:02,2025-12-07 01:36,No,APP-ERP,Yes,Application Support,finance system problem,dear ict it has stopped working and this is the finance module of the erp since the power went off i would appreciate your help,finance system problem finance system problem dear ict it has stopped working and this is the finance module of the erp since the power went off i would appreciate your help,"Cleared the corrupted local client cache, updated the ERP client to the current build and re-established the database connection profile. Confirmed normal operation.",Application Support,Applications Support Team,1,0
MU-101177,Wireless not working,I cannot open it in the staff room for a while now. my colleague is not having the same problem. please attend to this as soon as possible.,Network & Connectivity,Wi-Fi,School of Education,ICT-HD-03,Help Desk (Tier 1),Closed,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,2024-08-03 10:00,2024-08-04 16:46,Yes,NET-WIFI-NOCONN,No,Network & Connectivity,wireless not working,i cannot open it in the staff room for a while now my colleague is not having the same problem please attend to this as soon as possible,wireless not working wireless not working i cannot open it in the staff room for a while now my colleague is not having the same problem please attend to this as soon as possible,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,Network & Connectivity,Help Desk (Tier 1),5,2
MU-101929,assiggnment submission problem,"Hi, It is missing at the main campus.  the quiz will not open for the class and the deadline is today.  Your assistance will be appreciated.",Learning Management System,Assessment,School of Education,ICT-ELN-01,eLearning Support Unit,Closed,"Corrected the assessment availability window and group restrictions on the activity, extended the deadline as authorised by the lecturer and confirmed submissions were accepted. Advised the user to report any recurrence.",2024-03-08 09:12,2024-03-09 01:55,Yes,LMS-QUIZ,Yes,Learning Management System,assiggnment submission problem,hi it is missing at the main campus the quiz will not open for the class and the deadline is today your assistance will be appreciated,assiggnment submission problem assiggnment submission problem hi it is missing at the main campus the quiz will not open for the class and the deadline is today your assistance will be appreciated,"Corrected the assessment availability window and group restrictions on the activity, extended the deadline as authorised by the lecturer and confirmed submissions were accepted. Advised the user to report any recurrence.",Learning Management System,eLearning Support Unit,4,6
MU-100145,New staff account,Kindly create an account and this is for a newly employed member of staff in the comupter lab. it was working fine last week. kindly assist. Your assistance will be appreciated.,Account & Access Management,New account,School of Information Sciences,ICT-SYS-03,Systems & Accounts Team,Closed,"Created the domain account and mailbox from the approved appointment letter, assigned the departmental security groups and issued credentials to the user.",2025-09-08 13:59,2025-09-08 19:37,No,ACC-NEW,Yes,Account & Access Management,new staff account,kindly create an account and this is for a newly employed member of staff in the comupter lab it was working fine last week kindly assist your assistance will be appreciated,new staff account new staff account kindly create an account and this is for a newly employed member of staff in the comupter lab it was working fine last week kindly assist your assistance will be appreciated,"Created the domain account and mailbox from the approved appointment letter, assigned the departmental security groups and issued credentials to the user.",Account & Access Management,Systems & Accounts Team,0,5
MU-100948,Course not appearing,I cannot see it in our department. my colleague is not having the same problem. kindly assist urgently.,Learning Management System,Course enrolment,Registrar (Academic),ICT-ELN-02,eLearning Support Unit,Closed,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",2025-09-10 10:27,2025-09-10 17:43,No,LMS-COURSE-MISSING,No,Learning Management System,course not appearing,i cannot see it in our department my colleague is not having the same problem kindly assist urgently,course not appearing course not appearing i cannot see it in our department my colleague is not having the same problem kindly assist urgently,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",Learning Management System,eLearning Support Unit,4,6
MU-100663,Forgot password,"Good afternoon, I keep getting invalid credentials at the main campus. this is for my staff domain account. my colleague is not having the same problem. i would appreciate your help. Regards.",Account & Access Management,Password reset,Human Resources,ICT-HD-01,Help Desk (Tier 1),Closed,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",2024-08-20 08:12,2024-08-20 10:06,No,ACC-PWD-RESET,Yes,Account & Access Management,forgot password,good afternoon i keep getting invalid credentials at the main campus this is for my staff domain account my colleague is not having the same problem i would appreciate your help regards,forgot password forgot password good afternoon i keep getting invalid credentials at the main campus this is for my staff domain account my colleague is not having the same problem i would appreciate your help regards,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",Account & Access Management,Help Desk (Tier 1),0,2
MU-100139,Help needed,I am unable to get in and this is on the elearning portal in the computer lab. i would appreciate your help.,Learning Management System,Access,School of Information Sciences,ICT-ELN-01,eLearning Support Unit,Closed,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,2024-05-25 14:26,2024-05-26 13:02,No,LMS-LOGIN,Yes,Learning Management System,help needed,i am unable to get in and this is on the elearning portal in the computer lab i would appreciate your help,help needed help needed i am unable to get in and this is on the elearning portal in the computer lab i would appreciate your help,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,Learning Management System,eLearning Support Unit,4,6
MU-103777,Cannot see my course,"Greetings, It does not appear anywhere.",Learning Management System,Course enrolment,University Library,ICT-ELN-02,eLearning Support Unit,Closed,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",2024-04-27 13:54,2024-04-28 13:08,No,LMS-COURSE-MISSING,No,Learning Management System,cannot see my course,greetings it does not appear anywhere,cannot see my course cannot see my course greetings it does not appear anywhere,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",Learning Management System,eLearning Support Unit,4,6
MU-103851,Request for support,I canont login since last week. Thank you.,Account & Access Management,Account lockout,School of Business and Economics,ICT-SYS-01,Systems & Accounts Team,Closed,"Confirmed the lockout source, cleared the lockout in Active Directory, unlocked the account and advised the user on clearing cached credentials on secondary devices. User confirmed the issue was resolved.",2025-03-03 11:40,2025-03-03 14:30,No,ACC-LOCKED,No,Account & Access Management,request for support,i canont login since last week thank you,request for support request for support i canont login since last week thank you,"Confirmed the lockout source, cleared the lockout in Active Directory, unlocked the account and advised the user on clearing cached credentials on secondary devices. User confirmed the issue was resolved.",Account & Access Management,Systems & Accounts Team,0,5
MU-100061,Unit missing on portal,"Dear ICT, It is not showing at the main campus. the course i teach is not on the platform for the past two days. please attend to this as soon as possible. Regards.",Learning Management System,Course enrolment,School of Information Sciences,ICT-ELN-02,eLearning Support Unit,Closed,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",2025-07-25 08:49,2025-07-25 19:01,No,LMS-COURSE-MISSING,Yes,Learning Management System,unit missing on portal,dear ict it is not showing at the main campus the course i teach is not on the platform for the past two days please attend to this as soon as possible regards,unit missing on portal unit missing on portal dear ict it is not showing at the main campus the course i teach is not on the platform for the past two days please attend to this as soon as possible regards,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",Learning Management System,eLearning Support Unit,4,6
MU-102862,ICT issue,It hangs part way through for a wile now.  i have already restarted the machine.  your assistance will be appreciated.  Kindly assist urgently.,Account & Access Management,Content upload,School of Engineering,ICT-ELN-02,eLearning Support Unit,Closed,Increased the per-file upload limit for the course area and advised the user on compressing large media before upload. Confirmed successful upload.,2024-08-05 16:08,2024-08-05 23:27,Yes,LMS-UPLOAD,No,Learning Management System,ict issue,it hangs part way through for a wile now i have already restarted the machine your assistance will be appreciated kindly assist urgently,ict issue ict issue it hangs part way through for a wile now i have already restarted the machine your assistance will be appreciated kindly assist urgently,Increased the per-file upload limit for the course area and advised the user on compressing large media before upload. Confirmed successful upload.,Account & Access Management,eLearning Support Unit,0,6
MU-103111,Permission request,Nothing is happening and it is the shared directory with the semester files in lecture hall three since this morning.  kindly look into it.,Account & Access Management,Permissions,School of Education,ICT-SYS-02,Systems & Accounts Team,Closed,"Added the user to the correct departmental security group after confirming approval from the head of department, and verified access to the shared resource.",2025-09-02 17:54,2025-09-02 21:05,Yes,ACC-PERMS,Yes,Account & Access Management,permission request,nothing is happening and it is the shared directory with the semester files in lecture hall three since this morning kindly look into it,permission request permission request nothing is happening and it is the shared directory with the semester files in lecture hall three since this morning kindly look into it,"Added the user to the correct departmental security group after confirming approval from the head of department, and verified access to the shared resource.",Account & Access Management,Systems & Accounts Team,0,5
MU-100080,Finance system problem,Access is denied.  it disconnects when i try to post a transaction.,Email & Collaboration,ERP / Finance system,Human Resources,ICT-APP-02,Applications Support Team,Closed,"Cleared the corrupted local client cache, updated the ERP client to the current build and re-established the database connection profile. Confirmed normal operation.",2025-05-27 13:12,2025-05-28 17:27,No,APP-ERP,Yes,Application Support,finance system problem,access is denied it disconnects when i try to post a transaction,finance system problem finance system problem access is denied it disconnects when i try to post a transaction,"Cleared the corrupted local client cache, updated the ERP client to the current build and re-established the database connection profile. Confirmed normal operation.",Email & Collaboration,Applications Support Team,2,0
MU-102583,Canot print,"Greetings, It keeps jamming and the paper keeps jamming inside the printer in lectrue hall three. your assistance will be appreciated. Awaiting your response.",Hardware & Equipment,Printer,Finance Department,ICT-HWM-01,Hardware & Maintenance Team,Closed,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",2024-01-18 13:56,2024-01-24 04:54,No,HW-PRINTER,Yes,Hardware & Equipment,canot print,greetings it keeps jamming and the paper keeps jamming inside the printer in lectrue hall three your assistance will be appreciated awaiting your response,canot print canot print greetings it keeps jamming and the paper keeps jamming inside the printer in lectrue hall three your assistance will be appreciated awaiting your response,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-102308,Email quota exceeded,It is not showing at the main campus. i need my mailbox quota increased. kindly treat as urgent.,Email & Collaboration,Mailbox quota,ICT Directorate,ICT-SYS-02,Systems & Accounts Team,Closed,"Advised the user on archiving, purged deleted items and increased the mailbox quota in line with the ICT storage policy. Confirmed mail flow resumed.",2025-11-17 11:15,2025-11-17 21:38,Yes,EML-MAILBOX-FULL,Yes,Email & Collaboration,email quota exceeded,it is not showing at the main campus i need my mailbox quota increased kindly treat as urgent,email quota exceeded email quota exceeded it is not showing at the main campus i need my mailbox quota increased kindly treat as urgent,"Advised the user on archiving, purged deleted items and increased the mailbox quota in line with the ICT storage policy. Confirmed mail flow resumed.",Email & Collaboration,Systems & Accounts Team,2,5
MU-100626,Unit missing on portal,It is not functioning since the power went off.  please attend to this as soon as possible.  Kindly assist urgently.,Learning Management System,Course enrolment,School of Engineering,ICT-ELN-02,eLearning Support Unit,Closed,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",2025-09-17 16:01,2025-09-18 05:06,No,LMS-COURSE-MISSING,No,Learning Management System,unit missing on portal,it is not functioning since the power went off please attend to this as soon as possible kindly assist urgently,unit missing on portal unit missing on portal it is not functioning since the power went off please attend to this as soon as possible kindly assist urgently,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",Learning Management System,eLearning Support Unit,4,6
MU-101982,Unable to register,It is not working and it says my registration is not allowed since friday.,Student Information System,Unit registration,School of Business and Economics,ICT-MIS-03,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration.",2024-01-09 12:52,2024-01-13 20:17,Yes,SIS-REG,Yes,Student Information System,unable to register,it is not working and it says my registration is not allowed since friday,unable to register unable to register it is not working and it says my registration is not allowed since friday,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration.",Student Information System,MIS / SIS Support Team,6,3
MU-101984,Machine freezing,"Hello, It is dragging badly and i have to restart the computer sevral times a day in our block for the past two days. your assistance will be appreciated. Regards.",Hardware & Equipment,Performance,School of Business and Economics,ICT-HWM-03,Hardware & Maintenance Team,Closed,"Performed malware removal and disk cleanup, upgraded the machine from a mechanical disk to an SSD and increased RAM. Boot and application load times improved substantially.",2024-06-06 14:04,2024-06-08 05:26,No,HW-PC-SLOW,Yes,Hardware & Equipment,machine freezing,hello it is dragging badly and i have to restart the computer sevral times a day in our block for the past two days your assistance will be appreciated regards,machine freezing machine freezing hello it is dragging badly and i have to restart the computer sevral times a day in our block for the past two days your assistance will be appreciated regards,"Performed malware removal and disk cleanup, upgraded the machine from a mechanical disk to an SSD and increased RAM. Boot and application load times improved substantially.",Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-102356,Kindly reset my password,"Hello, Login is not working since yesterday. Thanks in advance.",Account & Access Management,Password reset,School of Arts and Social Sciences,ICT-HD-02,Help Desk (Tier 1),Closed,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",2024-02-19 18:10,2024-02-20 00:06,No,ACC-PWD-RESET,No,Account & Access Management,kindly reset my password,hello login is not working since yesterday thanks in advance,kindly reset my password kindly reset my password hello login is not working since yesterday thanks in advance,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",Account & Access Management,Help Desk (Tier 1),0,2
MU-103459,Finance system problem,"Dear Sir/Madam, I keep getting invalid credentials and this is the finance module of the erp.  kindly asssist urgently.  Kindly assist urgently.",Application Support,ERP / Finance system,Registrar (Academic),ICT-APP-02,Applications Support Team,Open,,2025-10-17 17:10,,No,APP-ERP,Yes,Application Support,finance system problem,dear sir madam i keep getting invalid credentials and this is the finance module of the erp kindly asssist urgently kindly assist urgently,finance system problem finance system problem dear sir madam i keep getting invalid credentials and this is the finance module of the erp kindly asssist urgently kindly assist urgently,,Application Support,Applications Support Team,1,0
MU-103884,Transcript incomplete,I am unable to get in from today morning. this is affecting my work. please atetnd to this as soon as possible.,Student Information System,Results / transcripts,School of Medicine,ICT-MIS-02,MIS / SIS Support Team,Closed,"Traced the unresolved marks to an unapproved mark sheet, escalated to the school examinations office for approval and confirmed the results displayed after posting.",2024-04-07 07:05,2024-04-09 15:47,No,SIS-TRANSCRIPT,No,Student Information System,transcript incomplete,i am unable to get in from today morning this is affecting my work please atetnd to this as soon as possible,transcript incomplete transcript incomplete i am unable to get in from today morning this is affecting my work please atetnd to this as soon as possible,"Traced the unresolved marks to an unapproved mark sheet, escalated to the school examinations office for approval and confirmed the results displayed after posting.",Student Information System,MIS / SIS Support Team,6,3
MU-103981,Online exam issue,It is not appearing at the library for a while now.  my colleague is not having the same problem.  please attend to this as soon as possible.  Thank you.,Learning Management System,Assessment,Procurement,ICT-ELN-01,eLearning Support Unit,Closed,"Corrected the assessment availability window and group restrictions on the activity, extended the deadline as authorised by the lecturer and confirmed submissions were accepted.",2025-10-10 09:02,2025-10-10 18:22,No,LMS-QUIZ,No,Learning Management System,online exam issue,it is not appearing at the library for a while now my colleague is not having the same problem please attend to this as soon as possible thank you,online exam issue online exam issue it is not appearing at the library for a while now my colleague is not having the same problem please attend to this as soon as possible thank you,"Corrected the assessment availability window and group restrictions on the activity, extended the deadline as authorised by the lecturer and confirmed submissions were accepted.",Learning Management System,eLearning Support Unit,4,6
MU-101434,Cbale not detecting,"Good morning, It does not detect anything. i have tried another network cable snice yesterday. kindly look into it.",Network & Connectivity,LAN,Registrar (Academic),ICT-NET-03,Network Team,Closed,,2024-03-01 17:57,2024-03-03 02:27,No,NET-LAN-PORT,Yes,Network & Connectivity,cbale not detecting,good morning it does not detect anything i have tried another network cable snice yesterday kindly look into it,cbale not detecting cbale not detecting good morning it does not detect anything i have tried another network cable snice yesterday kindly look into it,,Network & Connectivity,Network Team,5,4
MU-100256,Request for support,Access is denied. this is on the elerning portal for the past two days.,Learning Management System,Access,Procurement,ICT-ELN-02,eLearning Support Unit,Closed,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login. User confirmed the issue was resolved.,2025-06-16 08:53,2025-06-18 08:50,Yes,LMS-LOGIN,Yes,Learning Management System,request for support,access is denied this is on the elerning portal for the past two days,request for support request for support access is denied this is on the elerning portal for the past two days,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login. User confirmed the issue was resolved.,Learning Management System,eLearning Support Unit,4,6
MU-100005,Offiec printer down,"Good afternoon, It keeps jamming at the main campus. the printer shows an errro light since the power went off. this is affecting my work. kindly treat as urgent.",Hardware & Equipment,Printer,Finance Department,ICT-APP-02,Applications Support Team,Closed,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",2024-03-06 11:10,2024-03-07 00:31,No,HW-PRINTER,Yes,Hardware & Equipment,offiec printer down,good afternoon it keeps jamming at the main campus the printer shows an errro light since the power went off this is affecting my work kindly treat as urgent,offiec printer down offiec printer down good afternoon it keeps jamming at the main campus the printer shows an errro light since the power went off this is affecting my work kindly treat as urgent,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",Hardware & Equipment,Applications Support Team,3,0
MU-102041,Cannot register units,It is down. the registration page errors after i select units since last week. the deadline is today. Kindly assist.,Student Information System,Unit registration,School of Law,ICT-MIS-02,MIS / SIS Support Team,Resolved,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration. User confirmed the issue was resolved.",2025-10-11 07:05,2025-10-13 12:10,No,SIS-REG,Yes,Student Information System,cannot register units,it is down the registration page errors after i select units since last week the deadline is today kindly assist,cannot register units cannot register units it is down the registration page errors after i select units since last week the deadline is today kindly assist,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration. User confirmed the issue was resolved.",Student Information System,MIS / SIS Support Team,6,3
MU-102655,Procurement system error,My login keeps failing and it disconnects when i try to post a transaction at the main campus. please help. Your assistance will be appreciated.,Application Support,ERP / Finance system,School of Arts and Social Sciences,ICT-APP-01,Applications Support Team,Closed,"Cleared the corrupted local client cache, updated the ERP client to the current build and re-established the database connection profile. Confirmed normal operation.",2024-04-22 13:20,2024-04-25 03:45,No,APP-ERP,Yes,Application Support,procurement system error,my login keeps failing and it disconnects when i try to post a transaction at the main campus please help your assistance will be appreciated,procurement system error procurement system error my login keeps failing and it disconnects when i try to post a transaction at the main campus please help your assistance will be appreciated,"Cleared the corrupted local client cache, updated the ERP client to the current build and re-established the database connection profile. Confirmed normal operation.",Application Support,Applications Support Team,1,0
MU-104620,Licence key problem,"Hello, It has rfeused to work. please attend to this as soon as possible.",Application Support,Licensing,Finance Department,ICT-APP-01,Applications Support Team,Closed,Re-registered the endpoint against the institutional licence server and reapplied a valid activation key. Confirmed the product reported an activated state.,2024-11-01 15:08,2024-11-03 10:54,No,APP-LICENCE,No,Application Support,licence key problem,hello it has rfeused to work please attend to this as soon as possible,licence key problem licence key problem hello it has rfeused to work please attend to this as soon as possible,Re-registered the endpoint against the institutional licence server and reapplied a valid activation key. Confirmed the product reported an activated state.,Application Support,Applications Support Team,1,0
MU-104690,ICT issue,"Good afternoon, It is not working and my computer hangs when i open several programs from today morning. kindly look into it. Your assistance will be appreciated.",Hardware & Equipment,Performance,School of Arts and Social Sciences,ICT-HWM-01,Hardware & Maintenance Team,Closed,"Performed malware removal and disk cleanup, upgraded the machine from a mechanical disk to an SSD and increased RAM. Boot and application load times improved substantially.",2024-08-27 18:24,2024-09-03 11:00,No,HW-PC-SLOW,Yes,Hardware & Equipment,ict issue,good afternoon it is not working and my computer hangs when i open several programs from today morning kindly look into it your assistance will be appreciated,ict issue ict issue good afternoon it is not working and my computer hangs when i open several programs from today morning kindly look into it your assistance will be appreciated,"Performed malware removal and disk cleanup, upgraded the machine from a mechanical disk to an SSD and increased RAM. Boot and application load times improved substantially.",Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-102590,Problem with system,"Hi, Login is not working. this is for my staff domain account. pls attend to this as soon as possible. Kindly assist.",Account & Access Management,Password reset,University Library,ICT-SYS-03,Systems & Accounts Team,Closed,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",2025-02-07 16:37,2025-02-07 18:16,No,ACC-PWD-RESET,Yes,Account & Access Management,problem with system,hi login is not working this is for my staff domain account please attend to this as soon as possible kindly assist,problem with system problem with system hi login is not working this is for my staff domain account please attend to this as soon as possible kindly assist,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",Account & Access Management,Systems & Accounts Team,0,5
MU-102592,ICT issue,It keeps failing and downloads crawl even on a good signal at the library.,Network & Connectivity,Performance,Procurement,ICT-NET-02,Network Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",2025-04-20 10:32,2025-04-20 13:10,No,NET-SLOW,Yes,Network & Connectivity,ict issue,it keeps failing and downloads crawl even on a good signal at the library,ict issue ict issue it keeps failing and downloads crawl even on a good signal at the library,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",Network & Connectivity,Network Team,5,4
MU-101140,Access rights needed,It says access denied and it is the shared directory with the semester files in lecture hall three. it was working fine last week. kindly treat as urgent. Thank you.,Account & Access Management,Permissions,Procurement,ICT-SYS-03,Systems & Accounts Team,Closed,"Added the user to the correct departmental security group after confirming approval from the head of department, and verified access to the shared resource.",2025-11-06 14:32,2025-11-06 17:49,No,ACC-PERMS,Yes,Account & Access Management,access rights needed,it says access denied and it is the shared directory with the semester files in lecture hall three it was working fine last week kindly treat as urgent thank you,access rights needed access rights needed it says access denied and it is the shared directory with the semester files in lecture hall three it was working fine last week kindly treat as urgent thank you,"Added the user to the correct departmental security group after confirming approval from the head of department, and verified access to the shared resource.",Account & Access Management,Systems & Accounts Team,0,5
MU-103911,No network on desktop,It has refused to work and the cable shows unplugged.  i have tried several times.  kinly assist.  Awaiting your response.,Network & Connectivity,LAN,University Library,ICT-NET-01,Network Team,Closed,"Traced the wall port to the patch panel, re-terminated the faulty jack and re-patched to an active switch port. Link confirmed at 1Gbps. User confirmed the issue was resolved.",2025-10-04 08:42,2025-10-05 05:18,No,NET-LAN-PORT,Yes,Network & Connectivity,no network on desktop,it has refused to work and the cable shows unplugged i have tried several times kinly assist awaiting your response,no network on desktop no network on desktop it has refused to work and the cable shows unplugged i have tried several times kinly assist awaiting your response,"Traced the wall port to the patch panel, re-terminated the faulty jack and re-patched to an active switch port. Link confirmed at 1Gbps. User confirmed the issue was resolved.",Network & Connectivity,Network Team,5,4
